Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2025-04-17,169.572998046875,170.58666850385003,166.31331797491194,166.49219564463755,7208000
2025-04-21,165.75,169.9499969482422,164.27999877929688,169.88999938964844,8062400
2025-04-22,167.8800048828125,168.77000427246094,164.5399932861328,165.86000061035156,7907400
2025-04-23,165.72999572753906,166.61000061035156,163.11000061035156,166.39999389648438,9309200
2025-04-24,159.52999877929688,160.9600067138672,156.5800018310547,160.5,20077700
2025-04-25,161.02000427246094,161.8000030517578,157.77000427246094,159.8800048828125,12892800
2025-04-28,161.85000610351562,162.55999755859375,160.38999938964844,161.0399932861328,8127000
2025-04-29,162.25999450683594,162.38999938964844,159.1999969482422,161.2899932861328,8266200
2025-04-30,162.57000732421875,163.16000366210938,159.9499969482422,162.4499969482422,12475500
2025-05-01,159.97999572753906,161.35000610351562,159.0500030517578,160.66000366210938,6792800
2025-05-02,160.52000427246094,161.80999755859375,159.89999389648438,160.92999267578125,5750200
2025-05-05,158.8300018310547,160.91000366210938,158.02000427246094,160.88999938964844,7576200
2025-05-06,159.25,159.7100067138672,157.64999389648438,158.0399932861328,7703800
2025-05-07,159.2899932861328,160.0500030517578,158.5399932861328,159.02000427246094,6430000
2025-05-08,158.64999389648438,160.0,158.00999450683594,158.3800048828125,7230800
2025-05-09,157.66000366210938,159.1300048828125,157.41000366210938,158.02000427246094,6453200
2025-05-12,160.89999389648438,161.0500030517578,156.69000244140625,157.42999267578125,7378400
2025-05-13,158.72999572753906,160.72000122070312,157.36000061035156,160.02000427246094,7780800
2025-05-14,158.02000427246094,159.16000366210938,157.57000732421875,158.1199951171875,5988900
2025-05-15,162.41000366210938,162.91000366210938,158.6999969482422,159.58999633789062,8727300
2025-05-16,163.27999877929688,163.42999267578125,161.85000610351562,162.64999389648438,7100200
