Price,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V
Date,,,,,
2025-04-21,319.56927490234375,328.6042576631339,316.1249828736561,328.45451245905605,6362300
2025-04-22,330.85052490234375,332.008605251064,321.8554844120695,323.3230178691518,5435500
2025-04-23,333.81561279296875,340.6842106920409,332.6475697035336,336.6808494850978,8906000
2025-04-24,335.15338134765625,336.21162142100985,330.7007845974904,332.72741762102373,8055200
2025-04-25,334.6142883300781,335.8122804025761,331.6192624483649,334.2049644702065,4452800
2025-04-28,336.9504089355469,338.77736134000935,334.4645167061246,336.22160832740633,5422900
2025-04-29,340.9537353515625,341.702491821871,335.90212746923953,337.93875359923265,5519500
2025-04-30,344.9271545410156,345.94545239383456,332.687472100778,333.88549466513626,9526700
2025-05-01,341.8822326660156,345.1468000625313,339.55607872695794,345.00701755732644,5849900
2025-05-02,347.023681640625,349.50954344502526,345.546124528065,346.6443068099015,6113700
2025-05-05,348.06195068359375,350.4679279625543,345.5461094807642,346.4246552679759,3865300
2025-05-06,347.1235046386719,349.070253141002,345.1867188381941,345.825641836807,3438500
2025-05-07,349.26995849609375,350.5677909230604,346.6343209640023,348.1218712773186,5454000
2025-05-08,350.68756103515625,354.7408268596287,350.3681147704079,351.41636161684875,4156400
2025-05-09,351.9554748535156,353.2133649760644,350.088580306823,351.24663014231794,3086600
2025-05-12,355.260009765625,361.2900040268284,350.5478342675221,358.5445635038591,7985400
2025-05-13,356.1400146484375,358.8699951171875,354.5799865722656,355.5199890136719,5406200
2025-05-14,356.4599914550781,358.4100036621094,355.2099914550781,356.6700134277344,6207600
2025-05-15,362.29998779296875,363.7300109863281,356.67999267578125,356.8900146484375,5826100
2025-05-16,365.1199951171875,366.19000244140625,360.8900146484375,362.95001220703125,5836500
2025-05-19,367.4599914550781,368.1000061035156,362.3210144042969,363.0199890136719,1234470
