Price,Close,High,Low,Open,Volume
Ticker,ADBE,ADBE,ADBE,ADBE,ADBE
Date,,,,,
2025-04-17,348.79998779296875,351.8800048828125,345.0899963378906,349.75,5206500
2025-04-21,343.2200012207031,346.67999267578125,338.6400146484375,344.57000732421875,3691200
2025-04-22,349.9100036621094,352.0799865722656,344.3699951171875,349.1400146484375,3250400
2025-04-23,351.9599914550781,363.0,349.79998779296875,358.1199951171875,3168000
2025-04-24,360.9100036621094,361.1199951171875,353.25,353.5899963378906,3085100
2025-04-25,367.7200012207031,369.30999755859375,359.989990234375,361.70001220703125,3499300
2025-04-28,368.6199951171875,370.989990234375,364.5799865722656,368.04998779296875,3163400
2025-04-29,370.9800109863281,373.8800048828125,366.8800048828125,367.2099914550781,2198300
2025-04-30,374.9800109863281,376.0,363.55999755859375,366.8699951171875,3305500
2025-05-01,374.6300048828125,380.44000244140625,374.07000732421875,378.29998779296875,2848800
2025-05-02,380.8699951171875,383.55999755859375,379.19000244140625,380.0899963378906,2340700
2025-05-05,381.05999755859375,384.5400085449219,378.3999938964844,379.2900085449219,2095600
2025-05-06,382.9800109863281,386.5199890136719,375.04998779296875,376.57000732421875,2970100
2025-05-07,384.9700012207031,387.8299865722656,380.95001220703125,384.70001220703125,2153000
2025-05-08,383.989990234375,388.7300109863281,383.3999938964844,388.29998779296875,3383900
2025-05-09,383.2799987792969,388.7699890136719,382.3299865722656,386.17999267578125,2031300
2025-05-12,395.94000244140625,397.82000732421875,392.760009765625,394.3299865722656,3157700
2025-05-13,397.3999938964844,399.6700134277344,394.7099914550781,395.8999938964844,2664100
2025-05-14,399.4700012207031,400.1199951171875,396.4200134277344,396.8500061035156,2409200
2025-05-15,404.69000244140625,404.8500061035156,399.3500061035156,399.3500061035156,2763800
2025-05-16,417.1300048828125,421.7699890136719,412.05999755859375,414.6199951171875,5387400
